accepted_taxon_key,order,family,genus,search_species,gbif_species,confidence,status,match_type,rank,source
5117466,Lepidoptera,Erebidae,Dysschema,Dysschema perplexa,Dysschema perplexa,99,ACCEPTED,EXACT,SPECIES,panama-bci
1961352,Lepidoptera,Geometridae,Dyspteris,Dyspteris tenuivitta,Dyspteris tenuivitta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1961342,Lepidoptera,Geometridae,Dyspteris,Dyspteris breviataria,Dyspteris breviataria,99,ACCEPTED,EXACT,SPECIES,panama-bci
1961335,Lepidoptera,Geometridae,Dyspteris,Dyspteris trifilaria,Dyspteris trifilaria,99,ACCEPTED,EXACT,SPECIES,panama-bci
1992816,Lepidoptera,Thyrididae,Dysodia,Dysodia confusata,Dysodia confusata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1992811,Lepidoptera,Thyrididae,Dysodia,Dysodia sica,Dysodia sica,99,ACCEPTED,EXACT,SPECIES,panama-bci
1992801,Lepidoptera,Thyrididae,Dysodia,Dysodia speculifera,Dysodia speculifera,99,ACCEPTED,EXACT,SPECIES,panama-bci
1992786,Lepidoptera,Thyrididae,Dysodia,Dysodia thyridina,Dysodia thyridina,99,ACCEPTED,EXACT,SPECIES,panama-bci
1992780,Lepidoptera,Thyrididae,Dysodia,Dysodia longalis,Dysodia longalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1992766,Lepidoptera,Thyrididae,Dysodia,Dysodia pyrsocoma,Dysodia pyrsocoma,99,ACCEPTED,EXACT,SPECIES,panama-bci
1992765,Lepidoptera,Thyrididae,Dysodia,Dysodia remie,Dysodia remie,99,ACCEPTED,EXACT,SPECIES,panama-bci
1992758,Lepidoptera,Thyrididae,Dysodia,Dysodia spissicornis,Dysodia spissicornis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1762466,Lepidoptera,Erebidae,Parallelia,Dysgonia expediens,Parallelia expediens,99,SYNONYM,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Dysdaemoria panamana,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1866902,Lepidoptera,Saturniidae,Dysdaemonia,Dysdaemonia boreas,Dysdaemonia boreas,99,ACCEPTED,EXACT,SPECIES,panama-bci
8280032,Lepidoptera,Erebidae,Dyops,Dyops telharsa,Dyops telharsa,99,ACCEPTED,EXACT,SPECIES,panama-bci
1776890,Lepidoptera,Noctuidae,Dymba,Dymba coryphata,Dymba coryphata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1815849,Lepidoptera,Erebidae,Dycladia,Dycladia correbioides,Dycladia correbioides,99,ACCEPTED,EXACT,SPECIES,panama-bci
1822235,Lepidoptera,Notodontidae,Drugera,Drugera mimica,Drugera mimica,99,ACCEPTED,EXACT,SPECIES,panama-bci
1822233,Lepidoptera,Notodontidae,Drugera,Drugera morona,Drugera morona,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Drobeta tristigma,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
5110951,Lepidoptera,Noctuidae,Angitia,Drobeta directa,Angitia directa,99,SYNONYM,EXACT,SPECIES,panama-bci
5110961,Lepidoptera,Noctuidae,Angitia,Drobeta poliosema,Angitia poliosema,99,SYNONYM,EXACT,SPECIES,panama-bci
1777691,Lepidoptera,Noctuidae,Drobeta,Drobeta brephus,Drobeta brephus,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Drescoma soraella,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1872008,Lepidoptera,Pyralidae,Drescoma,Drescoma cyrdipsa,Drescoma cyrdipsa,99,ACCEPTED,EXACT,SPECIES,panama-bci
1872007,Lepidoptera,Pyralidae,Drescoma,Drescoma cinilixa,Drescoma cinilixa,99,ACCEPTED,EXACT,SPECIES,panama-bci
1868689,Lepidoptera,Apatelodidae,Drepatelodes,Drepatelodes umbrilinea,Drepatelodes umbrillinea,97,ACCEPTED,FUZZY,SPECIES,panama-bci
5150061,Lepidoptera,Thyrididae,Draconia,Draconia albiapicata,Draconia albiapicata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1837019,Lepidoptera,Oecophoridae,Doxa,Doxa virginia,Doxa virginia,99,ACCEPTED,EXACT,SPECIES,panama-bci
10324866,Lepidoptera,Notodontidae,Dottia,Dottia viridifusca,Dottia viridifusca,99,ACCEPTED,EXACT,SPECIES,panama-bci
5119883,Lepidoptera,Peleopodidae,Durrantia,Dolidiria arcanella,Durrantia arcanella,99,SYNONYM,EXACT,SPECIES,panama-bci
1759866,Lepidoptera,Erebidae,Dolichosomastis,Dolichosomastis leucogrammica,Dolichosomastis leucogrammica,99,ACCEPTED,EXACT,SPECIES,panama-bci
1805809,Lepidoptera,Erebidae,Dolichesia,Dolichesia falsimonia,Dolichesia falsimonia,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Diviana quadripuncta,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1960549,Lepidoptera,Geometridae,Dithecodes,Dithecodes distracta,Dithecodes distracta,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Disphragisella baracoana,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Disphragis perses,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1826772,Lepidoptera,Notodontidae,Disphragis,Disphragis tharis,Disphragis tharis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1826770,Lepidoptera,Notodontidae,Disphragis,Disphragis viridiflava,Disphragis baracoana,99,SYNONYM,EXACT,SPECIES,panama-bci
1886756,Lepidoptera,Crambidae,Dismidila,Dismidila atoca,Dismidila atoca,99,ACCEPTED,EXACT,SPECIES,panama-bci
1816763,Lepidoptera,Erebidae,Diospage,Diospage chrysobasis,Diospage chrysobasis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1816761,Lepidoptera,Erebidae,Diospage,Diospage splendens,Diospage splendens,99,ACCEPTED,EXACT,SPECIES,panama-bci
5117687,Lepidoptera,Erebidae,Dinia,Dinia mena,Dinia mena,99,ACCEPTED,EXACT,SPECIES,panama-bci
1870098,Lepidoptera,Pyralidae,Difundella,Difundella corynophora,Difundella corynophora,99,ACCEPTED,EXACT,SPECIES,panama-bci
1826181,Lepidoptera,Notodontidae,Didugua,Didugua argentilinea,Didugua argentilinea,99,ACCEPTED,EXACT,SPECIES,panama-bci
1752995,Lepidoptera,Limacodidae,Dichromapteryx,Dichromapteryx didyma,Dichromapteryx didyma,99,ACCEPTED,EXACT,SPECIES,panama-bci
1980252,Lepidoptera,Geometridae,Dichorda,Dichorda obliquata,Dichorda obliquata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1850574,Lepidoptera,Gelechiidae,Helcystogramma,Dichomeris perceptella,Helcystogramma perceptella,99,SYNONYM,EXACT,SPECIES,panama-bci
1850536,Lepidoptera,Gelechiidae,Helcystogramma,Dichomeris stellatella,Helcystogramma stellatella,99,SYNONYM,EXACT,SPECIES,panama-bci
10914479,Lepidoptera,Gelechiidae,Dichomeris,Dichomeris luminosa,Dichomeris luminosa,99,ACCEPTED,EXACT,SPECIES,panama-bci
9699682,Lepidoptera,Gelechiidae,Dichomeris,Dichomeris cornuta,Dichomeris cornuta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1847181,Lepidoptera,Gelechiidae,Dichomeris,Dichomeris tristicta,Dichomeris tristicta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1847025,Lepidoptera,Gelechiidae,Dichomeris,Dichomeris costalis,Dichomeris costalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1846949,Lepidoptera,Gelechiidae,Dichomeris,Dichomeris excavata,Dichomeris excavata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1889034,Lepidoptera,Crambidae,Alatuncusia,Dichogama bergii,Alatuncusia bergii,99,SYNONYM,EXACT,SPECIES,panama-bci
10026133,Lepidoptera,Crambidae,Dichogama,Dichogama prognealis,Dichogama prognealis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1881996,Lepidoptera,Crambidae,Dichogama,Dichogama smithii,Dichogama smithii,99,ACCEPTED,EXACT,SPECIES,panama-bci
8904521,Lepidoptera,Crambidae,Dichocrocis,Dichocrocis tlapalis,Dichocrocis tlapalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1883795,Lepidoptera,Crambidae,Dichocrocis,Dichocrocis sabatalis,Dichocrocis aechmisalis,99,SYNONYM,EXACT,SPECIES,panama-bci
1886908,Lepidoptera,Crambidae,Diatraea,Diatraea solipsa,Diatraea gaga,99,SYNONYM,EXACT,SPECIES,panama-bci
1886908,Lepidoptera,Crambidae,Diatraea,Diatraea gaga,Diatraea gaga,99,ACCEPTED,EXACT,SPECIES,panama-bci
1886893,Lepidoptera,Crambidae,Diatraea,Diatraea lineolata,Diatraea lineolata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1886886,Lepidoptera,Crambidae,Diatraea,Diatraea saccharalis,Diatraea saccharalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1872242,Lepidoptera,Pyralidae,Diatomocera,Diatomocera dosia,Diatomocera dosia,99,ACCEPTED,EXACT,SPECIES,panama-bci
1872240,Lepidoptera,Pyralidae,Diatomocera,Diatomocera hoplidice,Diatomocera hoplidice,99,ACCEPTED,EXACT,SPECIES,panama-bci
1872235,Lepidoptera,Pyralidae,Diatomocera,Diatomocera decurrens,Diatomocera decurrens,99,ACCEPTED,EXACT,SPECIES,panama-bci
1887015,Lepidoptera,Crambidae,Diathrausta,Diathrausta nerinalis,Diathrausta nerinalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1883067,Lepidoptera,Crambidae,Diasemiopsis,Diasemia ramburialis,Diasemiopsis ramburialis,99,SYNONYM,EXACT,SPECIES,panama-bci
10320474,Lepidoptera,Crambidae,Diaphania,Diaphania esmeralda,Diaphania esmeralda,99,ACCEPTED,EXACT,SPECIES,panama-bci
10262844,Lepidoptera,Crambidae,Diaphania,Diaphania exclusalis,Diaphania exclusalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
10111904,Lepidoptera,Crambidae,Diaphania,Diaphania glauculalis,Diaphania glauculalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1886123,Lepidoptera,Crambidae,Cryptographis,Diaphania nitidalis,Cryptographis nitidalis,99,SYNONYM,EXACT,SPECIES,panama-bci
8384839,Lepidoptera,Erebidae,Dialithis,Dialithis gemmifera,Dialithis gemmifera,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Deuterophysa aschanalis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
10262758,Lepidoptera,Crambidae,Deuterophysa,Deuterophysa asychanalis,Deuterophysa asychanalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1820607,Lepidoptera,Erebidae,Desmoloma,Desmoloma chironomus,Desmoloma chironomus,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,Lepidoptera,Crambidae,Desmia,Desmia geminalis,NotAvail,98,ACCEPTED,HIGHERRANK,GENUS,panama-bci
5126545,Lepidoptera,Crambidae,Desmia,Desmia phaiorrhoea,Desmia phaiorrhoea,99,ACCEPTED,EXACT,SPECIES,panama-bci
5126538,Lepidoptera,Crambidae,Desmia,Desmia tetratocera,Desmia tetratocera,99,ACCEPTED,EXACT,SPECIES,panama-bci
5126531,Lepidoptera,Crambidae,Desmia,Desmia parastigma,Desmia parastigma,99,ACCEPTED,EXACT,SPECIES,panama-bci
5126503,Lepidoptera,Crambidae,Desmia,Desmia tages,Desmia tages,99,ACCEPTED,EXACT,SPECIES,panama-bci
5126494,Lepidoptera,Crambidae,Desmia,Desmia bajulalis,Desmia bajulalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
5126485,Lepidoptera,Crambidae,Desmia,Desmia aclistalis,Desmia aclistalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
5126514,Lepidoptera,Crambidae,Desmia,Desmia notalis,Desmia funebralis,99,SYNONYM,EXACT,SPECIES,panama-bci
1877458,Lepidoptera,Pyralidae,Deopteryx,Deopteryx hypenetes,Deopteryx hypenetes,99,ACCEPTED,EXACT,SPECIES,panama-bci
1808716,Lepidoptera,Erebidae,Delphyre,Delphyre rubricincta,Delphyre rubricincta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1808714,Lepidoptera,Erebidae,Delphyre,Delphyre aurorina,Delphyre aurorina,99,ACCEPTED,EXACT,SPECIES,panama-bci
1808680,Lepidoptera,Erebidae,Delphyre,Delphyre flaviceps,Delphyre flaviceps,99,ACCEPTED,EXACT,SPECIES,panama-bci
1808679,Lepidoptera,Erebidae,Delphyre,Delphyre atava,Delphyre atava,99,ACCEPTED,EXACT,SPECIES,panama-bci
1808658,Lepidoptera,Erebidae,Delphyre,Delphyre maculosa,Delphyre maculosa,99,ACCEPTED,EXACT,SPECIES,panama-bci
1794407,Lepidoptera,Erebidae,Deinopa,Deinopa ypita,Deinopa ypita,99,ACCEPTED,EXACT,SPECIES,panama-bci
1794403,Lepidoptera,Erebidae,Deinopa,Deinopa signiplena,Deinopa signiplena,99,ACCEPTED,EXACT,SPECIES,panama-bci
1833496,Lepidoptera,Oecophoridae,Decantha,Decantha minuta,Decantha minuta,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Dasypyga querna,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1826068,Lepidoptera,Notodontidae,Dasylophia,Dasylophia terrena,Dasylophia terrena,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Dasycnemia obliqualis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1772121,Lepidoptera,Noctuidae,Darceta,Darceta severa,Darceta severa,99,ACCEPTED,EXACT,SPECIES,panama-bci
1772119,Lepidoptera,Noctuidae,Darceta,Darceta falcata,Darceta falcata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1786479,Lepidoptera,Noctuidae,Dantona,Dantona corves,Dantona corves,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Dalcerides alba,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Dalaca assa,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Dalaca metellus,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Cyclophora dispergaria,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
12256131,Lepidoptera,Geometridae,Cyclophora,Cyclophora insigniata,Cyclophora insigniata,99,ACCEPTED,EXACT,SPECIES,panama-bci
9482037,Lepidoptera,Geometridae,Cyclophora,Cyclophora urcearia,Cyclophora urcearia,99,ACCEPTED,EXACT,SPECIES,panama-bci
9336379,Lepidoptera,Geometridae,Cyclophora,Cyclophora melitia,Cyclophora melitia,99,ACCEPTED,EXACT,SPECIES,panama-bci
1878144,Lepidoptera,Pyralidae,Cyclopalpia,Cyclopalpia monotonalis,Cyclopalpia monotonalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Cyclomia faragita,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1981903,Lepidoptera,Geometridae,Cyclomia,Cyclomia minuta,Cyclomia minuta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1981893,Lepidoptera,Geometridae,Cyclomia,Cyclomia strigifera,Cyclomia strigifera,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Culladia eucosmella,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1872525,Lepidoptera,Pyralidae,Cryptoses,Cryptoses choloepi,Cryptoses choloepi,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Cryptolechia illuminella,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Cryptolechia tunicata,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1834697,Lepidoptera,Peleopodidae,Machimia,Cryptolechia chorrera,Machimia chorrera,99,SYNONYM,EXACT,SPECIES,panama-bci
1834734,Lepidoptera,Peleopodidae,Machimia,Cryptolechia marcella,Machimia marcella,99,SYNONYM,EXACT,SPECIES,panama-bci
1834605,Lepidoptera,Peleopodidae,Machimia,Cryptolechia notella,Machimia notella,99,SYNONYM,EXACT,SPECIES,panama-bci
1834723,Lepidoptera,Peleopodidae,Machimia,Cryptolechia analis,Machimia analis,99,SYNONYM,EXACT,SPECIES,panama-bci
1834722,Lepidoptera,Peleopodidae,Machimia,Cryptolechia sulphurea,Machimia sulphurea,99,SYNONYM,EXACT,SPECIES,panama-bci
1834703,Lepidoptera,Peleopodidae,Machimia,Cryptolechia ignicolor,Machimia ignicolor,99,SYNONYM,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Cryptocosma pigrissima,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1772700,Lepidoptera,Erebidae,Thiachroia,Cryptochrostis flavala,Thiachroia flavala,99,SYNONYM,EXACT,SPECIES,panama-bci
1768928,Lepidoptera,Erebidae,Cryptochrostis,Cryptochrostis crocea,Cryptochrostis crocea,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Crocidophora zinghalis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1885193,Lepidoptera,Crambidae,Crocidophora,Crocidophora adornatalis,Crocidophora adornatalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Crocidolomia palindialis,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
5884497,Lepidoptera,Notodontidae,Crinodes,Crinodes striolata,Crinodes striolata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1824179,Lepidoptera,Notodontidae,Crinodes,Crinodes ritsemae,Crinodes besckei,99,SYNONYM,EXACT,SPECIES,panama-bci
1824186,Lepidoptera,Notodontidae,Crinodes,Crinodes schausi,Crinodes schausi,99,ACCEPTED,EXACT,SPECIES,panama-bci
1824179,Lepidoptera,Notodontidae,Crinodes,Crinodes besckei,Crinodes besckei,99,ACCEPTED,EXACT,SPECIES,panama-bci
1809066,Lepidoptera,Erebidae,Cratoplastis,Cratoplastis diluta,Cratoplastis diluta,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Crambus agnesiella,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Crambus fissiradiellus,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Crambus intangens,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Crambus meretricella,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Crambus retusellus,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Crambus tactellus,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
1880046,Lepidoptera,Crambidae,Crambus,Crambus tenuistrigatus,Crambus tenuistriga,100,ACCEPTED,NONE,SPECIES,panama-bci
1798457,Lepidoptera,Erebidae,Crambophilia,Crambophilia majorcula,Crambophilia majorcula,99,ACCEPTED,EXACT,SPECIES,panama-bci
1798456,Lepidoptera,Erebidae,Crambophilia,Crambophilia minorcula,Crambophilia minorcula,99,ACCEPTED,EXACT,SPECIES,panama-bci
1877188,Lepidoptera,Pyralidae,Craftsia,Craftsia vaetta,Craftsia vaetta,99,ACCEPTED,EXACT,SPECIES,panama-bci
1838173,Lepidoptera,Depressariidae,Costoma,Costoma basirosella,Costoma basirosella,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Cossula abnoba,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Cossula vinnea,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
9476853,Lepidoptera,Dudgeoneidae,Magulacra,Cossula niveogrisea,Magulacra niveogrisea,99,SYNONYM,EXACT,SPECIES,panama-bci
9348294,Lepidoptera,Cossidae,Cossula,Cossula arpi,Cossula arpi,99,ACCEPTED,EXACT,SPECIES,panama-bci
1731756,Lepidoptera,Cossidae,Cossula,Cossula duplex,Cossula duplex,99,ACCEPTED,EXACT,SPECIES,panama-bci
11890061,Lepidoptera,Erebidae,Cosmosoma,Cosmosoma paucipuncta,Cosmosoma paucipuncta,99,ACCEPTED,EXACT,SPECIES,panama-bci
5116312,Lepidoptera,Erebidae,Cosmosoma,Cosmosoma galatea,Cosmosoma galatea,99,ACCEPTED,EXACT,SPECIES,panama-bci
5116299,Lepidoptera,Erebidae,Cosmosoma,Cosmosoma remotum,Cosmosoma remota,97,ACCEPTED,FUZZY,SPECIES,panama-bci
5116298,Lepidoptera,Erebidae,Cosmosoma,Cosmosoma hercyna,Cosmosoma hercyna,99,ACCEPTED,EXACT,SPECIES,panama-bci
5116215,Lepidoptera,Erebidae,Cosmosoma,Cosmosoma batesii,Cosmosoma batesii,99,ACCEPTED,EXACT,SPECIES,panama-bci
5116211,Lepidoptera,Erebidae,Cosmosoma,Cosmosoma caecum,Cosmosoma caeca,97,ACCEPTED,FUZZY,SPECIES,panama-bci
5116208,Lepidoptera,Erebidae,Cosmosoma,Cosmosoma stibosticta,Cosmosoma stibosticta,99,ACCEPTED,EXACT,SPECIES,panama-bci
5116198,Lepidoptera,Erebidae,Cosmosoma,Cosmosoma xantostictum,Cosmosoma xanthosticta,97,ACCEPTED,FUZZY,SPECIES,panama-bci
5116169,Lepidoptera,Erebidae,Cosmosoma,Cosmosoma metallescens,Cosmosoma metallescens,98,ACCEPTED,EXACT,SPECIES,panama-bci
5116161,Lepidoptera,Erebidae,Cosmosoma,Cosmosoma teuthras,Cosmosoma teuthras,99,ACCEPTED,EXACT,SPECIES,panama-bci
5116155,Lepidoptera,Erebidae,Cosmosoma,Cosmosoma zurcheri,Cosmosoma zurcheri,99,ACCEPTED,EXACT,SPECIES,panama-bci
5116145,Lepidoptera,Erebidae,Cosmosoma,Cosmosoma auge,Cosmosoma auge,98,ACCEPTED,EXACT,SPECIES,panama-bci
1803326,Lepidoptera,Erebidae,Correbidia,Correbidia costinotata,Correbidia costinotata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1803324,Lepidoptera,Erebidae,Correbidia,Correbidia terminalis,Correbidia terminalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1803315,Lepidoptera,Erebidae,Correbidia,Correbidia elegans,Correbidia elegans,99,ACCEPTED,EXACT,SPECIES,panama-bci
1811551,Lepidoptera,Erebidae,Correbia,Correbia undulata,Correbia undulata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1867773,Lepidoptera,Saturniidae,Copiopteryx,Copiopteryx semiramis,Copiopteryx semiramis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1867515,Lepidoptera,Saturniidae,Copaxa,Copaxa decrescens,Copaxa decrescens,99,ACCEPTED,EXACT,SPECIES,panama-bci
10790518,Lepidoptera,Crambidae,Contortipalpia,Contortipalpia santiagalis,Contortipalpia santiagalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1884923,Lepidoptera,Crambidae,Condylorrhiza,Condylorrhiza vestigialis,Condylorrhiza vestigialis,99,ACCEPTED,EXACT,SPECIES,panama-bci
7617061,Lepidoptera,Noctuidae,Condica,Condica mimica,Condica mimica,99,ACCEPTED,EXACT,SPECIES,panama-bci
10049550,Lepidoptera,Crambidae,Conchylodes,Conchylodes grammaphora,Conchylodes grammaphora,99,ACCEPTED,EXACT,SPECIES,panama-bci
10107015,Lepidoptera,Crambidae,Conchylodes,Conchylodes nolckenialis,Conchylodes nolckenialis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1882820,Lepidoptera,Crambidae,Conchylodes,Conchylodes platinalis,Conchylodes platinalis,98,ACCEPTED,EXACT,SPECIES,panama-bci
1882818,Lepidoptera,Crambidae,Conchylodes,Conchylodes salamisalis,Conchylodes salamisalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1882812,Lepidoptera,Crambidae,Conchylodes,Conchylodes ovulalis,Conchylodes ovulalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1874925,Lepidoptera,Pyralidae,Comotia,Comotia torsicornis,Comotia torsicornis,99,ACCEPTED,EXACT,SPECIES,panama-bci
-1,NotAvail,NotAvail,NotAvail,Commotria musaeella,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Collomena fugax,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Collomena illegitima,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
-1,NotAvail,NotAvail,NotAvail,Collomena murora,NotAvail,100,NotAvail,NONE,NotAvail,panama-bci
10451756,Lepidoptera,Nolidae,Motya,Collomena siopera,Collomena siopera,98,DOUBTFUL,EXACT,SPECIES,panama-bci
8250539,Lepidoptera,Nolidae,Motya,Collomena interstitia,Collomena interstitia,98,DOUBTFUL,EXACT,SPECIES,panama-bci
1802054,Lepidoptera,Nolidae,Motya,Collomena filifera,Motya filifera,99,SYNONYM,EXACT,SPECIES,panama-bci
7427628,Lepidoptera,Nolidae,Motya,Collomena metaphaea,Collomena metaphaea,98,DOUBTFUL,EXACT,SPECIES,panama-bci
1868336,Lepidoptera,Bombycidae,Colla,Colla coelestis,Colla coelestis,99,ACCEPTED,EXACT,SPECIES,panama-bci
5119260,Lepidoptera,Notodontidae,Colax,Colax apulus,Colax apulus,99,ACCEPTED,EXACT,SPECIES,panama-bci
1773799,Lepidoptera,Erebidae,Coeriana,Coeriana crenulata,Coeriana crenulata,99,ACCEPTED,EXACT,SPECIES,panama-bci
1890040,Lepidoptera,Crambidae,Coenostolopsis,Coenostolopsis apicalis,Coenostolopsis apicalis,99,ACCEPTED,EXACT,SPECIES,panama-bci
1876821,Lepidoptera,Pyralidae,Coenochroa,Coenochroa monomacula,Coenochroa monomacula,99,ACCEPTED,EXACT,SPECIES,panama-bci
9529154,Lepidoptera,Erebidae,Acolasis,Coenipeta medina,Coenipeta medina,98,DOUBTFUL,EXACT,SPECIES,panama-bci
9161596,Lepidoptera,Erebidae,Acolasis,Coenipeta nubila,Coenipeta nubila,98,DOUBTFUL,EXACT,SPECIES,panama-bci
8254211,Lepidoptera,Erebidae,Acolasis,Coenipeta lobuligera,Coenipeta lobuligera,98,DOUBTFUL,EXACT,SPECIES,panama-bci
7932827,Lepidoptera,Erebidae,Acolasis,Coenipeta damonia,Coenipeta damonia,98,DOUBTFUL,EXACT,SPECIES,panama-bci
7714489,Lepidoptera,Erebidae,Acolasis,Coenipeta polynoe,Coenipeta polynoe,98,DOUBTFUL,EXACT,SPECIES,panama-bci
1785759,Lepidoptera,Erebidae,Acolasis,Coenipeta tanais,Acolasis tanais,99,SYNONYM,EXACT,SPECIES,panama-bci
1953184,Lepidoptera,Uraniidae,Coelurotricha,Coelurotricha curvilinea,Coelurotricha curvilinea,99,ACCEPTED,EXACT,SPECIES,panama-bci
1861784,Lepidoptera,Sphingidae,Cocytius,Cocytius antaeus,Cocytius antaeus,98,ACCEPTED,EXACT,SPECIES,panama-bci
10716754,Lepidoptera,Pyralidae,Clydonopteron,Clydonopteron pomponius,Clydonopteron pomponius,99,ACCEPTED,EXACT,SPECIES,panama-bci
