sort,Superfam_#,subfam_#,Superfamily,Family,Subfamily,Current_valid_binomen,Author_yr,BCI_BIN,Source_Basset,Source_BOLD,Source_iNat,Source_CanalZone,Source_Literature,Timeframe_Jan2023,Timeframe_Nov2023,Timeframe_Historic
301,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma fumipennis,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
302,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma lampyridella,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
303,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma leucana,"Sepp, 1850",BOLD:ADO4679,,1,,,,1,1,
304,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma leucothea,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
305,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma marginata,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
306,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma minor,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
307,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma mitratella,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
308,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma ochricollis,"Zeller, 1877",BOLD:ADN1444,,1,,,,,,
309,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma pallulella,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
310,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma phytoptera,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
311,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma plumosa,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
312,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma sagax,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
313,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma simplex,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
317,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma striatella,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
318,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma viridus,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
319,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma vivax,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
320,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Stenoma vividella,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
321,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Timocratica grandis,"Perty, 1834",BOLD:AEC9234,,1,,,,,,
322,59,59,GELECHIOIDEA,Depressariidae,Stenomatinae,Zetesima portentosa,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
328,59,59,GELECHIOIDEA,Gelechiidae,,Anacampsis dorsalis,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
329,59,59,GELECHIOIDEA,Gelechiidae,,Anacampsis lagunculariella,"Busck, 1900",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
330,59,59,GELECHIOIDEA,Gelechiidae,,Anacampsis phytomiella,"Busck, 1914",BOLD:AAP2073,,1,,Busck (1914); Lee & Mercado (2016),,,,1
331,59,59,GELECHIOIDEA,Gelechiidae,,Battaristis bistrigella,"(Busck, 1914)",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
332,59,59,GELECHIOIDEA,Gelechiidae,,Battaristis curtella,"(Busck, 1914)",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
333,59,59,GELECHIOIDEA,Gelechiidae,,Battaristis unistrigella,"(Busck, 1914)",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
334,59,59,GELECHIOIDEA,Gelechiidae,,Compsolechia peculella,"(Busck, 1914)",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
335,59,59,GELECHIOIDEA,Gelechiidae,,Compsolechia terrenella,"(Busck, 1914)",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
336,59,59,GELECHIOIDEA,Oecophoridae,,Ancipita atteria,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
337,59,59,GELECHIOIDEA,Gelechiidae,,Aristotelia sarcodes,"Walsingham, 1910",,,,,Lee & Mercado (2016),,,,
338,59,59,GELECHIOIDEA,Gelechiidae,,Aroga paraplutella,Busck,n.a.,,,,Busck (1914),,,,1
339,59,59,GELECHIOIDEA,Gelechiidae,,Arogalea soronella,"Busck, 1914",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
340,59,59,GELECHIOIDEA,Gelechiidae,,Eunomarcha violacea,"(Busck, 1914)",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
341,59,59,GELECHIOIDEA,Gelechiidae,,Battaristis emissurella,"(Walker, 1864)",,,,,Lee & Mercado (2016),,,,
342,59,59,GELECHIOIDEA,Gelechiidae,,Beltheca picolella,"Busck, 1914",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
343,59,59,GELECHIOIDEA,Gelechiidae,,Besciva longitudinella,"Busck, 1914",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
344,59,59,GELECHIOIDEA,Oecophoridae,,Borkhausenia clevelandi,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
345,59,59,GELECHIOIDEA,Gelechiidae,,Charistica walkeri,"(Walsingham, 1911)",,,,,Lee & Mercado (2016),,,,
360,59,59,GELECHIOIDEA,Gelechiidae,,Commatica falcatella,"(Walker, 1864)",,,,,Lee & Mercado (2016),,,,
361,59,59,GELECHIOIDEA,Oecophoridae,,Costoma basirosella,"Busck, 1914",unassigned,,1,,Busck (1914),,,,1
362,59,59,GELECHIOIDEA,Oecophoridae,,Cryptolechia analis,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
363,59,59,GELECHIOIDEA,Oecophoridae,,Cryptolechia chorrera,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
364,59,59,GELECHIOIDEA,Oecophoridae,,Cryptolechia ignicolor,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
365,59,59,GELECHIOIDEA,Oecophoridae,,Cryptolechia illuminella,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
366,59,59,GELECHIOIDEA,Oecophoridae,,Cryptolechia marcella,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
367,59,59,GELECHIOIDEA,Oecophoridae,,Cryptolechia notella,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
368,59,59,GELECHIOIDEA,Oecophoridae,,Cryptolechia sulphurea,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
369,59,59,GELECHIOIDEA,Oecophoridae,,Cryptolechia tunicata,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
370,59,59,GELECHIOIDEA,Gelechiidae,,Cymotricha melissia,"(Walsingham, 1911)",,,,,Lee & Mercado (2016),,,,
371,59,59,GELECHIOIDEA,Oecophoridae,,Decantha minuta,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
372,59,59,GELECHIOIDEA,Autostichidae,,Deoclona xanthoselene,"(Walsingham, 1911)",BOLD:ACF0463,,1,,,,,,
373,59,59,GELECHIOIDEA,Gelechiidae,,Dichomeris cinnamicostella,"(Zeller, 1877)",,,,,Lee & Mercado (2016),,,,
374,59,59,GELECHIOIDEA,Gelechiidae,,Dichomeris costalis,"Busck, 1914",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
375,59,59,GELECHIOIDEA,Gelechiidae,,Dichomeris evitata,"Walsingham, 1911",,,,,Lee & Mercado (2016),,,,
376,59,59,GELECHIOIDEA,Gelechiidae,,Dichomeris excavata,"Busck, 1914",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
377,59,59,GELECHIOIDEA,Gelechiidae,,Dichomeris habrochitona,"Walsingham, 1911",,,,,Lee & Mercado (2016),,,,
378,59,59,GELECHIOIDEA,Gelechiidae,,Dichomeris mistipalpis,"Walsingham, 1911",,,,,Lee & Mercado (2016),,,,
379,59,59,GELECHIOIDEA,Gelechiidae,,Dichomeris nessica,"Walsingham, 1911",,,,1,Lee & Mercado (2016),,,1,
381,59,59,GELECHIOIDEA,Gelechiidae,,Dichomeris terracocta,"(Walsingham, 1911)",,,,,Lee & Mercado (2016),,,,
382,59,59,GELECHIOIDEA,Gelechiidae,,Dichomeris tristicta,"Busck, 1914",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
383,59,59,GELECHIOIDEA,Gelechiidae,,Helcystogramma cornuta,"(Busck, 1914)",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
384,59,59,GELECHIOIDEA,Gelechiidae,,Helcystogramma perceptella,"(Busck, 1914)",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
385,59,59,GELECHIOIDEA,Gelechiidae,,Helcystogramma stellatella,"(Busck, 1914)",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
386,59,59,GELECHIOIDEA,Gelechiidae,,Dolidiria arcanella,"Busck, 1914",n.a.,,,,Busck (1912),,,,1
387,59,59,GELECHIOIDEA,Oecophoridae,,Doxa virginia,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
388,59,59,GELECHIOIDEA,Oecophoridae,,Epicallima taboga,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
389,59,59,GELECHIOIDEA,Cosmopterigidae,,Eritarbes guttata,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
390,59,59,GELECHIOIDEA,Gelechiidae,,Fortinea auriciliella,"Busck, 1914",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
391,59,59,GELECHIOIDEA,Gelechiidae,,Galtica venosa,"Busck, 1914",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
392,59,59,GELECHIOIDEA,Gelechiidae,,Anthistarcha geniatella,"(Busck, 1914)",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
393,59,59,GELECHIOIDEA,Gelechiidae,,Gelechia dolbyi,"(Walsingham, 1911)",,,,,Lee & Mercado (2016),,,,
394,59,59,GELECHIOIDEA,Gelechiidae,,Gelechia traducella,"Busck, 1914",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
395,59,59,GELECHIOIDEA,Oecophoridae,,Hamadera aurea,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
396,59,59,GELECHIOIDEA,Gelechiidae,,Helcystogramma luminosa,"(Busck, 1914)",BOLD:ADR7632,,1,,Busck (1914); Lee & Mercado (2016),,,,1
397,59,59,GELECHIOIDEA,Gelechiidae,,Helcystogramma ribeella,"Zeller, 1877",,,,,Lee & Mercado (2016),,,,
398,59,59,GELECHIOIDEA,Oecophoridae,,Inga marcella,,,,1,,,,,,
399,59,59,GELECHIOIDEA,Gelechiidae,,Iphimachaera picticollis,"(Walsingham, 1912)",,,,,Lee & Mercado (2016),,,,
400,59,59,GELECHIOIDEA,Oecophoridae,,Lupercalia ignita,"Busck, 1914",n.a.,,,,Busck (1912),,,,1
401,59,59,GELECHIOIDEA,Cosmopterigidae,,Moriloma pardella,"Busck, 1914",n.a.,,,,Busck (1912),,,,1
402,59,59,GELECHIOIDEA,Gelechiidae,,Paraspistis palpigera,Walsingham,n.a.,,,,Busck (1914),,,,1
403,59,59,GELECHIOIDEA,Gelechiidae,,Parastega chionostigma,"(Walsingham, 1911)",BOLD:ADZ8657,,1,,Busck (1914); Lee & Mercado (2016),,,1,1
404,59,59,GELECHIOIDEA,Gelechiidae,,Parastega curvatella,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
405,59,59,GELECHIOIDEA,Gelechiidae,,Parastega niveisignella,"(Zeller, 1877)",,,,,Lee & Mercado (2016),,,,
406,59,59,GELECHIOIDEA,Gelechiidae,,Parastega trichella,"Busck, 1914",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
407,59,59,GELECHIOIDEA,Gelechiidae,,Pavolechia argentea,"Busck, 1914",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
408,59,59,GELECHIOIDEA,Oecophoridae,,Peleopoda imperiella,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
409,59,59,GELECHIOIDEA,Oecophoridae,,Peleopoda regiella,"Busck, 1914",n.a.,,,,Busck (1912),,,,1
410,59,59,GELECHIOIDEA,Cosmopterigidae,,Perimede annulata,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
411,59,59,GELECHIOIDEA,Gelechiidae,,Phthorimaea impudica,"Walsingham, 1911",,,,,Lee & Mercado (2016),,,,
412,59,59,GELECHIOIDEA,Gelechiidae,,Plocamosaris auritogata,"(Walsingham, 1911)",,,,,Lee & Mercado (2016),,,,
414,59,59,GELECHIOIDEA,Gelechiidae,,Promenesta lithochroma,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
415,59,59,GELECHIOIDEA,Gelechiidae,,Promenesta marginella,"Busck, 1914",unassigned,,1,,Busck (1914),,,,1
416,59,59,GELECHIOIDEA,Oecophoridae,,Psilocorsis crucifera,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
417,59,59,GELECHIOIDEA,Gelechiidae,,Hypatima hora,"(Busck, 1914)",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
418,59,59,GELECHIOIDEA,Gelechiidae,,Compsosaris flavidella,"(Busck, 1914)",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
419,59,59,GELECHIOIDEA,Gelechiidae,,Recurvaria putella,"Busck, 1914",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
420,59,59,GELECHIOIDEA,Oecophoridae,,Rhindoma rosapicella,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
421,59,59,GELECHIOIDEA,Gelechiidae,,Tabernillaia ephialtes,"Walsingham, 1911",,,,,Lee & Mercado (2016),,,,
422,59,59,GELECHIOIDEA,Gelechiidae,,Telphusa medulella,"Busck, 1914",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
423,59,59,GELECHIOIDEA,Gelechiidae,,Telphusa obligata,"Busck, 1914",n.a.,,,,Busck (1914); Lee & Mercado (2016),,,,1
424,59,59,GELECHIOIDEA,Oecophoridae,,Teratomorpha chilibrella,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
425,59,59,GELECHIOIDEA,Coleophoridae,,Tocasta priscella,"Busck, 1914",n.a.,,,,Busck (1912),,,,1
426,59,59,GELECHIOIDEA,Oecophoridae,,Triclonella sequella,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
427,59,59,GELECHIOIDEA,Cosmopterigidae,,Urangela pygmaea,"Busck, 1914",n.a.,,,,Busck (1912),,,,1
428,59,59,GELECHIOIDEA,Cosmopterigidae,,Walshia albicornella,"Busck, 1914",n.a.,,,,Busck (1914),,,,1
429,59,59,GELECHIOIDEA,Gelechiidae,,Zelosyne poecilosoma,"Walsingham, 1911",BOLD:AAA1144,,1,,Busck (1914); Lee & Mercado (2016),,,1,1
492,70,70,THYRIDOIDEA,Thyrididae,Siculodinae,Hypolamprus arcuatus,,,,1,,,,,,
493,70,70,THYRIDOIDEA,Thyrididae,Siculodinae,Microsca hedialis,,,,1,,,,,,
494,70,70,THYRIDOIDEA,Thyrididae,Siculodinae,Pseudendromis brixifacies,"(Dyar, 1915)",n.a.,,,1,,Forbes,,1,1
495,70,70,THYRIDOIDEA,Thyrididae,Siculodinae,Rhodoneura anastomosalis,"(Pagenstecher, 1892)",n.a.,,,,,Forbes,,,1
496,70,70,THYRIDOIDEA,Thyrididae,Siculodinae,Rhodoneura carneola,"(Felder, C., Felder, R. & Rogenhofer, 1875)",n.a.,,,,,Forbes,,,1
497,70,70,THYRIDOIDEA,Thyrididae,Siculodinae,Rhodoneura dimidiata,"Forbes, 1942",n.a.,,,,,Forbes,,,1
498,70,70,THYRIDOIDEA,Thyrididae,Siculodinae,Rhodoneura fulviceps,"(Felder, C., Felder, R. & Rogenhofer, 1875)",n.a.,,,,,Forbes,,,1
499,70,70,THYRIDOIDEA,Thyrididae,Siculodinae,Rhodoneura hedilalis,,,,1,,,,,,
500,70,70,THYRIDOIDEA,Thyrididae,Siculodinae,Rhodoneura rufigrisea,"(Warren, 1900)",n.a.,,,,,Forbes,,,1
501,70,70,THYRIDOIDEA,Thyrididae,Siculodinae,Rhodoneura thiastoralis,"Walker, 1859",n.a.,,,,,Forbes,,,1
502,70,70,THYRIDOIDEA,Thyrididae,Siculodinae,Draconia albiapicata,"Warren, 1908",n.a.,,,,,Forbes,,,1
503,70,70,THYRIDOIDEA,Thyrididae,Siculodinae,Siculodes aurorula,"Guenée, 1858",n.a.,,,,,Forbes,,,1
504,70,70,THYRIDOIDEA,Thyrididae,Siculodinae,Siculodes avicula,"Guenée, 1877",n.a.,,,,,Forbes,,,1
505,70,70,THYRIDOIDEA,Thyrididae,Siculodinae,Zeuzerodes fasciata,"Warren, 1905",n.a.,,,,,Forbes,,,1
506,70,70,THYRIDOIDEA,Thyrididae,Siculodinae,Zeuzerodes umbrata,,,,1,,,,,,
507,70,70,THYRIDOIDEA,Thyrididae,Striglininae,Ochrothyris mesogramma,"Forbes, 1942",n.a.,,,,,Forbes,,,1
509,70,70,THYRIDOIDEA,Thyrididae,Thyridinae,Dysodia confusata,"Warren, 1908",n.a.,,,,,Forbes,,,1
510,70,70,THYRIDOIDEA,Thyrididae,Thyridinae,Dysodia longalis,"Forbes, 1942",n.a.,,,,,Forbes,,,1
511,70,70,THYRIDOIDEA,Thyrididae,Thyridinae,Dysodia pyrsocoma,"Dyar, 1913",n.a.,,,,,Forbes,,,1
512,70,70,THYRIDOIDEA,Thyrididae,Thyridinae,Dysodia remie,"Dyar, 1913",n.a.,,,,,Forbes,,,1
513,70,70,THYRIDOIDEA,Thyrididae,Thyridinae,Dysodia sica,"Druce, 1889",unassigned,,1,,,Forbes,,,1
514,70,70,THYRIDOIDEA,Thyrididae,Thyridinae,Dysodia speculifera,"(Sepp, 1830)",n.a.,,,,,Forbes,,,1
515,70,70,THYRIDOIDEA,Thyrididae,Thyridinae,Dysodia spissicornis,"Warren, 1908",n.a.,,,,,Forbes,,,1
516,70,70,THYRIDOIDEA,Thyrididae,Thyridinae,Dysodia thyridina,"Felder & Rogenhofer, 1874)",n.a.,,,,,Forbes,,,1
519,77,77,PAPILIONOIDEA,Nymphalidae,Apaturinae,Doxocopa clothilda,"(C. & R. Felder, 1867)",BOLD:AAF6811,1,1,,,Basset 2015,,,
520,77,77,PAPILIONOIDEA,Nymphalidae,Apaturinae,Doxocopa pavon,"(Latreille, 1809)",BOLD:AAB5683,1,1,,,Basset 2015,,,
521,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Callicore lyca,"(Doubleday, 1847)",BOLD:AAC4879,1,1,,,Basset 2015,,,
522,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Callicore pitheas,"(Latreille, 1813)",BOLD:AAD2268,1,1,,,Basset 2015,,,
523,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Callicore texa,"(Hewitson, 1855)",BOLD:AAD5233,1,1,,,Basset 2015,,,
524,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Callicore tolima,"(Hewitson, 1851)",BOLD:AAB4965,1,1,,,Basset 2015,,,
525,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Catonephele chromis,"(Doubleday, 1848)",,1,,,,Basset 2015,,,
526,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Catonephele mexicana,"Jenkins & Maza, 1985",BOLD:ACG1348,1,1,,,Basset 2015,,,
527,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Catonephele numilia,"(Cramer, 1775)",BOLD:AAA8583,1,1,,,Basset 2015,,,
528,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Catonephele nyctimus,"(Westwood, 1850)",,1,,,,Basset 2015,,,
529,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Catonephele orites,"Stichel, 1899",BOLD:ABY6970,1,1,,,Basset 2015,,,
530,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Diaethria clymena,"(Cramer, 1775)",BOLD:AAB9948,1,1,,,Basset 2015,,,
531,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Dynamine anubis,"(Hewitson, 1859)",,1,,,,Basset 2015,,,
532,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Dynamine athemon,"(Linnaeus, 1758)",,1,,,,Basset 2015,,,
533,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Dynamine paulina,"(Bates, 1865)",,1,,,,Basset 2015,,,
534,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Dynamine postverta,"(Cramer, 1779)",BOLD:AAB5433,1,1,,,Basset 2015,,,
535,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Dynamine theseus,"(C. & R. Felder, 1861)",,1,,,,Basset 2015,,,
536,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Dynamine tithia,"(Hübner, 1823)",,1,,,,Basset 2015,,,
537,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Ectima erycinoides,"C. & R. Felder, 1867",BOLD:AAA8582,1,1,,,Basset 2015,,,
538,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Eunica chlororhoa,"Salvin, 1869",BOLD:AAL4158,1,1,,,Basset 2015,,,
539,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Eunica mygdonia,"(Godart, 1824)",,1,,,,Basset 2015,,,
540,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Eunica sydonia,"(Godart, 1824)",BOLD:ACG2440,1,1,,,Basset 2015,,,
541,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Eunica sydonia caresa,"(Hewitson, 1857)",BOLD:ACG2605,1,1,,,Basset 2015,,,
542,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Hamadryas arinome,"(Lucas, 1853)",BOLD:AAD0729,1,1,,,Basset 2015,,,
543,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Hamadryas februa,"(Hübner, 1823)",BOLD:ABZ5790,1,1,,,Basset 2015,,,
544,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Hamadryas feronia,"(Linnaeus, 1758)",BOLD:ACH4900,1,1,,,Basset 2015,,,
545,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Hamadryas iphthime,"(Bates, 1864)",BOLD:AAE6999,1,1,,,Basset 2015,,,
546,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Hamadryas laodamia,"(Cramer, 1777)",,1,,,,Basset 2015,,,
547,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Myscelia cyaniris,"Doubleday, 1848",BOLD:ACG2304,1,1,,,Basset 2015,,,
548,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Myscelia ethusa,"(Doyère, 1840)",,1,,,,Basset 2015,,,
549,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Myscelia leucocyana,"C. & R. Felder, 1861",,1,,,,Basset 2015,,,
551,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Nica flavilla,"(Godart, 1824)",BOLD:ACF1186,1,1,,,Basset 2015,,,
552,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Pyrrhogyra crameri,"Aurivillius, 1882",BOLD:AAI0520,1,1,,,Basset 2015,,,
553,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Pyrrhogyra neaerea,"(Linnaeus, 1758)",BOLD:AAL1057,1,1,,,Basset 2015,,,
554,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Pyrrhogyra otolais,"Bates, 1864",BOLD:AAD3388,1,1,,,Basset 2015,,,
556,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Temenis laothoe,"(Cramer, 1777)",BOLD:AAC4851,1,1,,,Basset 2015,,,
557,77,77,PAPILIONOIDEA,Nymphalidae,Biblidinae,Marpesia chiron,"(Fabricius, 1775)",BOLD:ABZ7294,1,1,,,Basset 2015,,,
558,77,77,PAPILIONOIDEA,Nymphalidae,Charaxinae,Consul fabius,"(Cramer, 1775)",BOLD:AAB4276,1,1,,,Basset 2015,,,
559,77,77,PAPILIONOIDEA,Nymphalidae,Charaxinae,Fountainea eurypyle,"(C. & R. Felder, 1862)",BOLD:AAB3157,1,1,,,Basset 2015,,,
560,77,77,PAPILIONOIDEA,Nymphalidae,Charaxinae,Fountainea halice,"(Godart, 1824)",BOLD:AAB3158,1,1,,,Basset 2015,,,
561,77,77,PAPILIONOIDEA,Nymphalidae,Charaxinae,Hypna clytemnestra,"(Cramer, 1777)",BOLD:AAI8602,1,1,,,Basset 2015,,,
562,77,77,PAPILIONOIDEA,Nymphalidae,Charaxinae,Memphis oenomais,"(Boisduval, 1870)",BOLD:ABZ6152,1,1,,,Basset 2015,,,
563,77,77,PAPILIONOIDEA,Nymphalidae,Charaxinae,Siderone galanthis,"(Cramer, 1775)",BOLD:AAA6848,1,1,,,Basset 2015,,,
564,77,77,PAPILIONOIDEA,Nymphalidae,Charaxinae,Zaretis ellops,"(Ménétriés, 1855)",BOLD:AAA4529,1,1,,,Basset 2015,,,
565,77,77,PAPILIONOIDEA,Nymphalidae,Charaxinae,Zaretis itys,"(Cramer, 1777)",BOLD:AAA8915,1,1,,,Basset 2015,,,
566,77,77,PAPILIONOIDEA,Nymphalidae,Charaxinae,Archaeoprepona amphimachus,"(Fabricius, 1775)",BOLD:AAB2019,1,1,,,Basset 2015,,,
567,77,77,PAPILIONOIDEA,Nymphalidae,Charaxinae,Archaeoprepona demophon,"(Linnaeus, 1758)",BOLD:AAA4535,1,1,,,Basset 2015,,,
568,77,77,PAPILIONOIDEA,Nymphalidae,Charaxinae,Archaeoprepona demophoon,"(Hübner, 1814)",BOLD:AAA4534,1,1,,,Basset 2015,,,
569,77,77,PAPILIONOIDEA,Nymphalidae,Charaxinae,Archaeoprepona meander,"(Cramer, 1775)",,1,,,,Basset 2015,,,
570,77,77,PAPILIONOIDEA,Nymphalidae,Charaxinae,Prepona dexamenus,"Hopffer, 1874",BOLD:AAF0118,1,1,,,Basset 2015,,,
571,77,77,PAPILIONOIDEA,Nymphalidae,Charaxinae,Prepona laertes demodice,"(Godart, 1824)",BOLD:AAC9491,1,1,,,Basset 2015,,,
572,77,77,PAPILIONOIDEA,Nymphalidae,Charaxinae,Prepona laertes octavia,"Fruhstorfer, 1905",BOLD:AAA8363,1,1,,,Basset 2015,,,
573,77,77,PAPILIONOIDEA,Pieridae,Coliadinae,Aphrissa boisduvalii,"(C. & R. Felder, 1861)",BOLD:AAA6231,1,1,,,Basset 2015,,,
574,77,77,PAPILIONOIDEA,Pieridae,Coliadinae,Aphrissa statira,"(Cramer, 1777)",BOLD:AAA6231,1,1,,,Basset 2015,,,
575,77,77,PAPILIONOIDEA,Pieridae,Coliadinae,Eurema agave,"(Cramer, 1775)",,1,,,,Basset 2015,,,
576,77,77,PAPILIONOIDEA,Pieridae,Coliadinae,Eurema albula,"(Cramer, 1775)",BOLD:AAB3812,1,1,,,Basset 2015,,,
577,77,77,PAPILIONOIDEA,Pieridae,Coliadinae,Eurema arbela,"Geyer, 1832",,1,,,,Basset 2015,,,
578,77,77,PAPILIONOIDEA,Pieridae,Coliadinae,Eurema daira,"(Godart, 1819)",BOLD:AAC1989,1,1,,,Basset 2015,,,
579,77,77,PAPILIONOIDEA,Pieridae,Coliadinae,Eurema elathea,"(Cramer, 1777)",,1,,,,Basset 2015,,,
