speciesKey,species,genus,family
10766175,Chrysoritis violescens,Chrysoritis,Lycaenidae
1923853,Miletus boisduvali,Miletus,Lycaenidae
1927930,Aloeides oreas,Aloeides,Lycaenidae
1926578,Udara sibatanii,Udara,Lycaenidae
10036229,Chrysoritis felthami,Chrysoritis,Lycaenidae
7533047,Trimenia argyroplaga,Trimenia,Lycaenidae
5131204,Neptis dejeani,Neptis,Nymphalidae
1931023,Hypochlorosis antipha,Hypochlorosis,Lycaenidae
1930497,Thecla emessa,Thecla,Lycaenidae
1923630,Heliophorus viridipunctata,Heliophorus,Lycaenidae
9162338,Polyommatus erschoffii,Polyommatus,Lycaenidae
5139331,Lycaena ouang,Lycaena,Lycaenidae
1925350,Allosmaitia coelebs,Allosmaitia,Lycaenidae
1922845,Calycopis vitruvia,Calycopis,Lycaenidae
10508358,Thereus eryssus,Thereus,Lycaenidae
1933745,Callictita cyara,Callictita,Lycaenidae
10291901,Polyommatus glaucias,Polyommatus,Lycaenidae
1921429,Theclopsis demea,Theclopsis,Lycaenidae
1924387,Deudorix gaetulia,Deudorix,Lycaenidae
1932284,Hypolycaena zela,Hypolycaena,Lycaenidae
1933634,Upolampes evena,Upolampes,Lycaenidae
1931250,Philiris agatha,Philiris,Lycaenidae
5138919,Cupido carswelli,Cupido,Lycaenidae
1930819,Thecla athymbra,Thecla,Lycaenidae
9927234,Cigaritis nipalicus,Cigaritis,Lycaenidae
5138270,Sinia bavius,Sinia,Lycaenidae
1928836,Jamides soemias,Jamides,Lycaenidae
1929124,Chrysozephyrus birupa,Chrysozephyrus,Lycaenidae
9089778,Polyommatus menalcas,Polyommatus,Lycaenidae
1921023,Rapala repercussa,Rapala,Lycaenidae
1926561,Udara meeki,Udara,Lycaenidae
1929933,Thecla punctum,Thecla,Lycaenidae
1925885,Celastrina hersilia,Celastrina,Lycaenidae
5139758,Lycaena mithridates,Lycaena,Lycaenidae
5138546,Plebejus eversmanni,Plebejus,Lycaenidae
1921915,Thestius pholeus,Thestius,Lycaenidae
1930713,Thecla rocena,Thecla,Lycaenidae
1931281,Philiris dinawa,Philiris,Lycaenidae
4300487,Ziegleria guzanta,Ziegleria,Lycaenidae
1928040,Harpendyreus notoba,Harpendyreus,Lycaenidae
1920830,Bullis buto,Bullis,Lycaenidae
5140458,Polyommatus caeruleus,Polyommatus,Lycaenidae
7853453,Polyommatus actis,Polyommatus,Lycaenidae
11699351,Aricia isaurica,Aricia,Lycaenidae
1927575,Lepidochrysops mashuna,Lepidochrysops,Lycaenidae
8955073,Polyommatus juldusus,Polyommatus,Lycaenidae
1924354,Deudorix dariaves,Deudorix,Lycaenidae
1927127,Arhopala agesias,Arhopala,Lycaenidae
10282237,Tongeia kala,Tongeia,Lycaenidae
8276713,Athamanthia athamantis,Athamanthia,Lycaenidae
5140255,Polyommatus erigone,Polyommatus,Lycaenidae
1922685,Axiocerses bambana,Axiocerses,Lycaenidae
1932881,Uranothauma crawshayi,Uranothauma,Lycaenidae
1927561,Lepidochrysops tantalus,Lepidochrysops,Lycaenidae
1921904,Neozephyrus coruscans,Neozephyrus,Lycaenidae
1931234,Philiris ilias,Philiris,Lycaenidae
1906458,Hyponephele capella,Hyponephele,Nymphalidae
1922659,Falcuna libyssa,Falcuna,Lycaenidae
1927924,Aloeides lutescens,Aloeides,Lycaenidae
11896025,Magnastigma elsa,Magnastigma,Lycaenidae
1925741,Anthene schoutedeni,Anthene,Lycaenidae
1925654,Anthene otacilia,Anthene,Lycaenidae
5130833,Euthalia lusiada,Euthalia,Nymphalidae
1925733,Anthene crawshayi,Anthene,Lycaenidae
1925652,Anthene chirinda,Anthene,Lycaenidae
1901774,Velamysta phengites,Velamysta,Nymphalidae
12229955,Afarsia sieversii,Afarsia,Lycaenidae
1896398,Euphaedra phaethusa,Euphaedra,Nymphalidae
9184713,Arhopala philander,Arhopala,Lycaenidae
1926468,Prosotas papuana,Prosotas,Lycaenidae
7683713,Iaspis castitas,Iaspis,Lycaenidae
5140369,Polyommatus kashgharensis,Polyommatus,Lycaenidae
1928814,Jamides euchylas,Jamides,Lycaenidae
1921087,Paragerydus horsfieldi,Paragerydus,Lycaenidae
1893630,Mycalesis durga,Mycalesis,Nymphalidae
1893842,Mycalesis mestra,Mycalesis,Nymphalidae
1924133,Glaucopsyche melanopsalluaudi,Glaucopsyche,Lycaenidae
5132755,Cymothoe consanguis,Cymothoe,Nymphalidae
5139007,Trimenia wallengrenii,Trimenia,Lycaenidae
12046531,Jamides aruensis,Jamides,Lycaenidae
5130791,Euthalia aristides,Euthalia,Nymphalidae
1923872,Miletus melanion,Miletus,Lycaenidae
10157709,Itylos titicaca,Itylos,Lycaenidae
1930494,Thecla alda,Thecla,Lycaenidae
1932759,Cacyreus audeoudi,Cacyreus,Lycaenidae
9522176,Detritivora argyrea,Detritivora,Riodinidae
6993408,Oeneis pusilla,Oeneis,Nymphalidae
1900219,Heliconius himera,Heliconius,Nymphalidae
5130328,Calisto loxias,Calisto,Nymphalidae
1892861,Castilia nortbrundii,Castilia,Nymphalidae
1932911,Candalides grandissima,Candalides,Lycaenidae
1816701,Amerila omissa,Amerila,Erebidae
1978733,Doratoptera nicevillei,Doratoptera,Geometridae
6197124,Nygmia fumosa,Nygmia,Erebidae
11681151,Ruttellerona presbytica,Ruttellerona,Geometridae
1822211,Bireta longivitta,Bireta,Notodontidae
5130306,Calisto sibylla,Calisto,Nymphalidae
5130331,Calisto arcas,Calisto,Nymphalidae
8946484,Chrysoritis blencathrae,Chrysoritis,Lycaenidae
8806128,Aloeides barbarae,Aloeides,Lycaenidae
1931219,Philiris moira,Philiris,Lycaenidae
1930576,Thecla caninius,Thecla,Lycaenidae
1936028,Mesene celetes,Mesene,Lycaenidae
1899185,Ethope diademoides,Ethope,Nymphalidae
5132848,Salamis cytora,Salamis,Nymphalidae
5132835,Salamis temora,Salamis,Nymphalidae
5140773,Echenais leucocyana,Echenais,Riodinidae
1949260,Pyrrhopyge amythaon,Pyrrhopyge,Hesperiidae
1934572,Nymula abaris,Nymula,Riodinidae
1919572,Delias tessei,Delias,Pieridae
5132484,Limenitis salmoneus,Limenitis,Nymphalidae
5140389,Polyommatus erotides,Polyommatus,Lycaenidae
1893867,Mycalesis haasei,Mycalesis,Nymphalidae
5138972,Ogyris otanes,Ogyris,Lycaenidae
1919454,Delias pratti,Delias,Pieridae
5128574,Charaxes violetta,Charaxes,Nymphalidae
5131345,Neptis mindorana,Neptis,Nymphalidae
4708980,Hypochrysops apollo,Hypochrysops,Lycaenidae
1927600,Lepidochrysops swartbergensis,Lepidochrysops,Lycaenidae
1927617,Lepidochrysops bacchus,Lepidochrysops,Lycaenidae
9216889,Denisia luticiliella,Denisia,Oecophoridae
1927938,Aloeides carolynnae,Aloeides,Lycaenidae
1932114,Poecilmitis perseus,Poecilmitis,Lycaenidae
1927972,Aloeides pringlei,Aloeides,Lycaenidae
5128931,Charaxes lasti,Charaxes,Nymphalidae
1944353,Urbanus virescens,Urbanus,Hesperiidae
1927555,Lepidochrysops penningtoni,Lepidochrysops,Lycaenidae
1932123,Poecilmitis lyndseyae,Poecilmitis,Lycaenidae
1932106,Poecilmitis irene,Poecilmitis,Lycaenidae
1937964,Papilio erithonioides,Papilio,Papilionidae
1927563,Lepidochrysops mcgregori,Lepidochrysops,Lycaenidae
1932125,Poecilmitis midas,Poecilmitis,Lycaenidae
1922067,Oxychaeta dicksoni,Oxychaeta,Lycaenidae
1944274,Urbanus reductus,Urbanus,Hesperiidae
1927942,Aloeides kaplani,Aloeides,Lycaenidae
5131508,Neptis troundi,Neptis,Nymphalidae
1927951,Aloeides clarki,Aloeides,Lycaenidae
1927978,Aloeides macmasteri,Aloeides,Lycaenidae
1927534,Lepidochrysops titei,Lepidochrysops,Lycaenidae
1931527,Thestor petra,Thestor,Lycaenidae
5131149,Neptis dumetorum,Neptis,Nymphalidae
10363318,Acraea elongata,Acraea,Nymphalidae
1946405,Artines aepitus,Artines,Hesperiidae
1944285,Urbanus albimargo,Urbanus,Hesperiidae
10826147,Chrysoritis rileyi,Chrysoritis,Lycaenidae
1927931,Aloeides simplex,Aloeides,Lycaenidae
1932127,Poecilmitis orientalis,Poecilmitis,Lycaenidae
5135870,Acraea abdera,Acraea,Nymphalidae
11077340,Chrysoritis daphne,Chrysoritis,Lycaenidae
5792120,Capys penningtoni,Capys,Lycaenidae
5138707,Phasis macmasteri,Phasis,Lycaenidae
9039691,Chrysoritis adonis,Chrysoritis,Lycaenidae
1898846,Pedaliodes hewitsoni,Pedaliodes,Nymphalidae
1949136,Vettius richardi,Vettius,Hesperiidae
1932757,Cacyreus palemon,Cacyreus,Lycaenidae
5142518,Pyrgus crisia,Pyrgus,Hesperiidae
8898014,Lophocampa griseidorsata,Lophocampa,Erebidae
1866174,Automeris duchartrei,Automeris,Saturniidae
1865734,Salassa lemaii,Salassa,Saturniidae
1943579,Panoquina peraea,Panoquina,Hesperiidae
5141710,Paratrytone argentea,Paratrytone,Hesperiidae
5120678,Coleophora absinthii,Coleophora,Coleophoridae
1923696,Thermoniphas fumosa,Thermoniphas,Lycaenidae
1923681,Thermoniphas togara,Thermoniphas,Lycaenidae
5139485,Lycaena rauparaha,Lycaena,Lycaenidae
5128744,Charaxes imperialis,Charaxes,Nymphalidae
1928092,Argiolaus alcibiades,Argiolaus,Lycaenidae
5135933,Acraea pelopeia,Acraea,Nymphalidae
5136089,Acraea althoffi,Acraea,Nymphalidae
1927465,Aphnaeus affinis,Aphnaeus,Lycaenidae
9445273,Cynea bistrigula,Cynea,Hesperiidae
5129546,Enodia creola,Enodia,Nymphalidae
1918213,Stygionympha dicksoni,Stygionympha,Nymphalidae
1896486,Euphaedra eusemoides,Euphaedra,Nymphalidae
1948450,Chioides ixion,Chioides,Hesperiidae
1895109,Godardia tiberius,Godardia,Nymphalidae
1912513,Bicyclus miriam,Bicyclus,Nymphalidae
1946664,Borbo perobscura,Borbo,Hesperiidae
1867325,Scolesa totoma,Scolesa,Saturniidae
1950912,Celaenorrhinus proxima,Celaenorrhinus,Hesperiidae
1919251,Dismorphia thermesina,Dismorphia,Pieridae
1906640,Chloropoea dolomena,Chloropoea,Nymphalidae
1927628,Lepidochrysops longifalces,Lepidochrysops,Lycaenidae
11886972,Paradirphia citrina,Paradirphia,Saturniidae
9313376,Bicyclus collinsi,Bicyclus,Nymphalidae
5140010,Eresina conradti,Eresina,Lycaenidae
1942598,Prosopalpus styla,Prosopalpus,Hesperiidae
9010684,Acraea alcinoe,Acraea,Nymphalidae
10226062,Bicyclus uniformis,Bicyclus,Nymphalidae
1927584,Lepidochrysops victoriae,Lepidochrysops,Lycaenidae
1924393,Deudorix odana,Deudorix,Lycaenidae
4301731,Stallingsia maculosus,Stallingsia,Hesperiidae
1921219,Iolaus obscurus,Iolaus,Lycaenidae
5131299,Neptis woodwardi,Neptis,Nymphalidae
1932288,Hypolycaena hatita,Hypolycaena,Lycaenidae
1917888,Lymanopoda hazelana,Lymanopoda,Nymphalidae
5128955,Charaxes lycurgus,Charaxes,Nymphalidae
1919189,Belenois mabella,Belenois,Pieridae
8938067,Deudorix lorisona,Deudorix,Lycaenidae
5132358,Limenitis leucerioides,Limenitis,Nymphalidae
1936693,Euselasia dorina,Euselasia,Lycaenidae
1896135,Terinos alurgis,Terinos,Nymphalidae
1927581,Lepidochrysops inyangae,Lepidochrysops,Lycaenidae
1797382,Catocala nymphaeoides,Catocala,Erebidae
5136263,Acraea omrora,Acraea,Nymphalidae
5131586,Neptis jamesoni,Neptis,Nymphalidae
1928611,Citrinophila erastus,Citrinophila,Lycaenidae
1928038,Harpendyreus major,Harpendyreus,Lycaenidae
1931462,Pentila cloetensi,Pentila,Lycaenidae
10168709,Acraea poggei,Acraea,Nymphalidae
1938220,Iphiclides podalirinus,Iphiclides,Papilionidae
11462248,Cyclargus dominica,Cyclargus,Lycaenidae
5137990,Mylothris erlangeri,Mylothris,Pieridae
9212560,Evenus felix,Evenus,Lycaenidae
1927615,Lepidochrysops chloauges,Lepidochrysops,Lycaenidae
1904196,Bebearia partita,Bebearia,Nymphalidae
11663759,Pseudodirphia pallida,Pseudodirphia,Saturniidae
1927941,Aloeides conradsi,Aloeides,Lycaenidae
1927498,Aphnaeus pseudozeritis,Aphnaeus,Lycaenidae
1922808,Shirozua jonasi,Shirozua,Lycaenidae
1950706,Stallingsia jacki,Stallingsia,Hesperiidae
5137885,Pieris brassicoides,Pieris,Pieridae
1949243,Pyrrhopyge thericles,Pyrrhopyge,Hesperiidae
1927620,Lepidochrysops peculiaris,Lepidochrysops,Lycaenidae
1864917,Dirphia panamensis,Dirphia,Saturniidae
1892504,Mashuna mashuna,Mashuna,Nymphalidae
1924167,Syrmoptera bonifacei,Syrmoptera,Lycaenidae
1897790,Parantica melusine,Parantica,Nymphalidae
5135859,Acraea baxteri,Acraea,Nymphalidae
1950815,Celaenorrhinus macrostictus,Celaenorrhinus,Hesperiidae
1925623,Anthene lachares,Anthene,Lycaenidae
1865644,Schausiella denhezorum,Schausiella,Saturniidae
1932897,Uranothauma delatorum,Uranothauma,Lycaenidae
1866751,Paradaemonia pluto,Paradaemonia,Saturniidae
1938072,Papilio microps,Papilio,Papilionidae
1867260,Molippa cruenta,Molippa,Saturniidae
10217535,Caio romulus,Caio,Saturniidae
1909225,Lasiophila cirta,Lasiophila,Nymphalidae
1896052,Dingana bowkeri,Dingana,Nymphalidae
1947119,Coeliades bixana,Coeliades,Hesperiidae
1936606,Brachyglenis colaxes,Brachyglenis,Riodinidae
1947614,Bungalotis astylos,Bungalotis,Hesperiidae
1919634,Delias mesoblema,Delias,Pieridae
1925735,Anthene versatilis,Anthene,Lycaenidae
5135590,Acraea equatorialis,Acraea,Nymphalidae
1949124,Vettius diana,Vettius,Hesperiidae
5136293,Acraea lualabae,Acraea,Nymphalidae
1919595,Delias talboti,Delias,Pieridae
1946399,Orphe vatinius,Orphe,Hesperiidae
5132422,Limenitis salus,Limenitis,Nymphalidae
1948047,Polyctor fera,Polyctor,Hesperiidae
1944424,Pyrrhopygopsis quispica,Pyrrhopygopsis,Hesperiidae
1797295,Catocala orientalis,Catocala,Erebidae
1763953,Ericeia fraterna,Ericeia,Erebidae
9493226,Hadena lafontainei,Hadena,Noctuidae
1989070,Stenoporpia glaucomarginaria,Stenoporpia,Geometridae
1865933,Cricula ceylonica,Cricula,Saturniidae
12194953,Acrodipsas decima,Acrodipsas,Lycaenidae
10601971,Idalima aethrias,Idalima,Noctuidae
1765897,Idalima metasticta,Idalima,Noctuidae
10621606,Omichlis hampsoni,Omichlis,Notodontidae
1853094,Dystebenna stephensi,Dystebenna,Elachistidae
1891409,Evergestis obliqualis,Evergestis,Crambidae
1941896,Zegara zagraea,Zegara,Castniidae
1900573,Heliconius cyrbia,Heliconius,Nymphalidae
1900291,Heliconius narcaea,Heliconius,Nymphalidae
1901758,Magneuptychia tricolor,Magneuptychia,Nymphalidae
1941876,Lapaeumides ctesiphon,Lapaeumides,Castniidae
5132510,Pseudonympha narycia,Pseudonympha,Nymphalidae
1941560,Spilopastes galinthias,Spilopastes,Castniidae
1931558,Epidemia helloides,Epidemia,Lycaenidae
1900823,Heliconius petiveranus,Heliconius,Nymphalidae
1900588,Heliconius anderida,Heliconius,Nymphalidae
1896546,Euphaedra ravola,Euphaedra,Nymphalidae
11752636,Hypomecis anielaria,Hypomecis,Geometridae
8931565,Nebula pseudohalia,Nebula,Geometridae
1782779,Acronicta gasta,Acronicta,Noctuidae
1797550,Catocala desiderata,Catocala,Erebidae
10828884,Papilio telamon,Papilio,Papilionidae
5134909,Erebia merula,Erebia,Nymphalidae
5111069,Leucania complicata,Leucania,Noctuidae
5138778,Cupido pembina,Cupido,Lycaenidae
1871110,Dolichomia olinalis,Dolichomia,Pyralidae
1895791,Eresia margaretha,Eresia,Nymphalidae
1898813,Pedaliodes scydmaena,Pedaliodes,Nymphalidae
5139608,Lycaena mela,Lycaena,Lycaenidae
10542026,Euxanthe madagascariensis,Euxanthe,Nymphalidae
1918006,Hyalyris praxilla,Hyalyris,Nymphalidae
5105566,Parasa pretiosa,Parasa,Limacodidae
5131638,Eueides dianasa,Eueides,Nymphalidae
12182095,Carmenta haematica,Carmenta,Sesiidae
5105479,Parasa lorquini,Parasa,Limacodidae
1905447,Vila caecilia,Vila,Nymphalidae
5128503,Eunica cinara,Eunica,Nymphalidae
5127819,Mestra hypermestra,Mestra,Nymphalidae
1909137,Dynamine erchia,Dynamine,Nymphalidae
11786082,Bebearia phantasia,Bebearia,Nymphalidae
1896503,Euphaedra campaspe,Euphaedra,Nymphalidae
9065006,Xyroptila oksana,Xyroptila,Pterophoridae
5149507,Entephria takuata,Entephria,Geometridae
5149309,Eustroma atrifasciata,Eustroma,Geometridae
5714988,Xestia alaskae,Xestia,Noctuidae
10984049,Telemiades amphion,Telemiades,Hesperiidae
1934237,Polycaena lama,Polycaena,Lycaenidae
1934243,Polycaena princeps,Polycaena,Lycaenidae
5140758,Echenais aristus,Echenais,Riodinidae
1900006,Antirrhea pterocopha,Antirrhea,Nymphalidae
5124856,Epiphora albidus,Epiphora,Saturniidae
10119226,Xylophanes vagliai,Xylophanes,Sphingidae
1787199,Athetis sincera,Athetis,Noctuidae
5142668,Abantis bicolor,Abantis,Hesperiidae
1889750,Palpita hollowayi,Palpita,Crambidae
1828605,Dalaca variabilis,Dalaca,Hepialidae
1828989,Callipielus perforata,Callipielus,Hepialidae
1837826,Tingena grata,Tingena,Oecophoridae
8657312,Nymphalites obscurum,Nymphalites,Nymphalidae
1775683,Annaphila divinula,Annaphila,Noctuidae
5123609,Tegeticula paradoxa,Tegeticula,Prodoxidae
1873870,Tirathaba parasiticus,Tirathaba,Pyralidae
1858886,Oxyptilus causodes,Oxyptilus,Pterophoridae
5117657,Metacrias huttoni,Metacrias,Erebidae
1817684,Lophocampa sobrina,Lophocampa,Erebidae
1981044,Hypographa aristarcha,Hypographa,Geometridae
5149389,Oenochroma ochripennata,Oenochroma,Geometridae
1786451,Dipterygina kebeae,Dipterygina,Noctuidae
1805394,Hypocrita celina,Hypocrita,Erebidae
1866778,Decachorda aspersa,Decachorda,Saturniidae
1868199,Sabalia picarina,Sabalia,Brahmaeidae
1932900,Uranothauma vansomereni,Uranothauma,Lycaenidae
11431728,Perixera prionodes,Perixera,Geometridae
6106709,Rhagastis albomarginatus,Rhagastis,Sphingidae
4695692,Aoraia macropis,Aoraia,Hepialidae
1851416,Coleotechnites moreonella,Coleotechnites,Gelechiidae
1989830,Eois azafranata,Eois,Geometridae
1967262,Cortixa aurudaria,Cortixa,Geometridae
8683799,Glyphidocera harenae,Glyphidocera,Autostichidae
1823733,Sericochroa cucullioides,Sericochroa,Notodontidae
1962095,Synchlora delicatula,Synchlora,Geometridae
9216278,Episimus minas,Episimus,Tortricidae
1954224,Leptoctenopsis leucographa,Leptoctenopsis,Geometridae
1845432,Ethmia gigantea,Ethmia,Ethmiidae
1977094,Rheumaptera interrupta,Rheumaptera,Geometridae
1977885,Hammaptera improbaria,Hammaptera,Geometridae
11444008,Lecitholaxa pogonikuma,Lecitholaxa,Lecithoceridae
5122151,Aristotelia ivae,Aristotelia,Gelechiidae
1962804,Melanolophia immarcata,Melanolophia,Geometridae
5138010,Mylothris nubila,Mylothris,Pieridae
11546806,Hydata pellucidaria,Hydata,Geometridae
1983787,Eupithecia derogata,Eupithecia,Geometridae
11575945,Mictocommosis nigromaculata,Mictocommosis,Tortricidae
5145085,Scopula irrubescens,Scopula,Geometridae
1851630,Syringopais temperatella,Syringopais,Pterolonchidae
1827748,Farigia hydriana,Farigia,Notodontidae
1877647,Lepidomys viridans,Lepidomys,Pyralidae
11559793,Eusarca porrigaria,Eusarca,Geometridae
8731924,Talponia batesi,Talponia,Tortricidae
9674036,Hellinsia coquimboicus,Hellinsia,Pterophoridae
1960956,Digonodes gnorimaria,Digonodes,Geometridae
1976956,Rheumaptera inepta,Rheumaptera,Geometridae
1949584,Typhedanus stylites,Typhedanus,Hesperiidae
8927523,Cyclosiella pulchrina,Cyclosiella,Erebidae
5146258,Heterusia triflavata,Heterusia,Geometridae
1833423,Metathrinca iridostoma,Metathrinca,Xyloryctidae
8854580,Gnorimoschema gallaespeciosum,Gnorimoschema,Gelechiidae
5144649,Bassania crocallinaria,Bassania,Geometridae
9210019,Chionodes nubis,Chionodes,Gelechiidae
1743698,Zeiraphera taiwana,Zeiraphera,Tortricidae
4697452,Dismorphia hippotas,Dismorphia,Pieridae
1740931,Dichelopa zona,Dichelopa,Tortricidae
1953696,Epiplema chremesaria,Epiplema,Uraniidae
1937106,Parides burchellanus,Parides,Papilionidae
1860013,Stenoptilodes duckworthi,Stenoptilodes,Pterophoridae
5104084,Epiblema alishana,Epiblema,Tortricidae
1987105,Astyochia marginea,Astyochia,Geometridae
1989882,Eois reticulata,Eois,Geometridae
5148596,Iridopsis obliquata,Iridopsis,Geometridae
1948168,Chalcone chalcone,Chalcone,Hesperiidae
1749516,Macarostola pontificalis,Macarostola,Gracillariidae
1960219,Mimosema fulvida,Mimosema,Geometridae
1971815,Pherotesia falcis,Pherotesia,Geometridae
1990847,Erateina subrufa,Erateina,Geometridae
1979260,Hydriomena subgrisea,Hydriomena,Geometridae
1979697,Psaliodes philetus,Psaliodes,Geometridae
1840615,Agonopterix chaetosoma,Agonopterix,Depressariidae
8827304,Kalocyrma epileuca,Kalocyrma,Lecithoceridae
1962152,Narragodes ochreata,Narragodes,Geometridae
1875100,Lepidogma violescens,Lepidogma,Pyralidae
1975684,Isochromodes umbrilinea,Isochromodes,Geometridae
1981622,Nephodia pecalba,Nephodia,Geometridae
1738555,Hiroshiinoueana stellifera,Hiroshiinoueana,Tortricidae
1822968,Hapigiodes nigridiscata,Hapigiodes,Notodontidae
1746969,Peridaedala melanantha,Peridaedala,Tortricidae
1850940,Chionodes dammersi,Chionodes,Gelechiidae
1828150,Hemipecteros arthemis,Hemipecteros,Notodontidae
1824617,Rhudara astrida,Rhudara,Notodontidae
7537144,Anopinella sympatrica,Anopinella,Tortricidae
1743951,Henricus ademonia,Henricus,Tortricidae
1980297,Chavarriella luteifimbria,Chavarriella,Geometridae
1740467,Adoxophyes aurantia,Adoxophyes,Tortricidae
1959507,Physocleora punctilla,Physocleora,Geometridae
5144209,Selenia albilinearia,Selenia,Geometridae
1746409,Epagoge somatina,Epagoge,Tortricidae
1745026,Aterpia bicolor,Aterpia,Tortricidae
8703350,Pigritia marjoriella,Pigritia,Blastobasidae
1919383,Delias yabensis,Delias,Pieridae
1826850,Meragisa montana,Meragisa,Notodontidae
1992777,Dysodia flagrata,Dysodia,Thyrididae
1990260,Lobocleta borunta,Lobocleta,Geometridae
1852637,Holcocera simulella,Holcocera,Blastobasidae
1852585,Holcocera vestaliella,Holcocera,Blastobasidae
1842221,Nepotula secura,Nepotula,Cosmopterigidae
1963872,Melanotesia intensa,Melanotesia,Geometridae
1975268,Heteroleuca subfalcata,Heteroleuca,Geometridae
1741329,Anopina silvertonana,Anopina,Tortricidae
1961209,Aplogompha yerna,Aplogompha,Geometridae
1850325,Gelechia rhombelliformis,Gelechia,Gelechiidae
11673473,Epiblema radicana,Epiblema,Tortricidae
5137710,Colias erschoffi,Colias,Pieridae
1848949,Prolita invariabilis,Prolita,Gelechiidae
5138013,Mylothris hilara,Mylothris,Pieridae
5143972,Sicya myron,Sicya,Geometridae
1826279,Dicentria cerriben,Dicentria,Notodontidae
1740144,Acleris bununa,Acleris,Tortricidae
1851823,Tabernillaia ephialtes,Tabernillaia,Gelechiidae
1990334,Lobocleta muscilineata,Lobocleta,Geometridae
11543549,Saphenista penai,Saphenista,Tortricidae
5149627,Metanema margica,Metanema,Geometridae
1979600,Psaliodes sutum,Psaliodes,Geometridae
1962606,Synecta invenusta,Synecta,Geometridae
1976712,Oxydia albicomma,Oxydia,Geometridae
1743216,Orthocomotis twila,Orthocomotis,Tortricidae
1814884,Trichareva fulvilaniata,Trichareva,Erebidae
1847141,Dichomeris condaliavorella,Dichomeris,Gelechiidae
1956882,Ergavia drucei,Ergavia,Geometridae
1838141,Gonionota hyptiotes,Gonionota,Depressariidae
1740949,Dichelopa canitia,Dichelopa,Tortricidae
11845450,Eusarca remorta,Eusarca,Geometridae
8780502,Filatima occidua,Filatima,Gelechiidae
5118792,Hemiceras levana,Hemiceras,Notodontidae
1739393,Rhyacionia simulata,Rhyacionia,Tortricidae
1978586,Cnephora subdiscofasciata,Cnephora,Geometridae
1968230,Certima nivisparsa,Certima,Geometridae
1956249,Acrotomodes cretinotata,Acrotomodes,Geometridae
1886502,Lipocosma chiralis,Lipocosma,Crambidae
5104061,Epiblema sugii,Epiblema,Tortricidae
9109950,Ptoseulia ozonia,Ptoseulia,Tortricidae
9161016,Autosticha leucoptera,Autosticha,Autostichidae
1953253,Capnophylla albiceps,Capnophylla,Uraniidae
1748222,Ortognathosia santamariana,Ortognathosia,Tortricidae
1919528,Delias angabungana,Delias,Pieridae
5122281,Pigritia heidemannella,Pigritia,Blastobasidae
10333556,Rucana bisecta,Rucana,Geometridae
1942965,Euphyes derasa,Euphyes,Hesperiidae
1736864,Chrysoxena auriferana,Chrysoxena,Tortricidae
11770826,Eusarca commota,Eusarca,Geometridae
1852604,Holcocera ochrocephala,Holcocera,Blastobasidae
1982964,Eupithecia mejala,Eupithecia,Geometridae
1990840,Erateina inconspicua,Erateina,Geometridae
1964010,Erebochlora fusimacula,Erebochlora,Geometridae
1985964,Eubaphe integra,Eubaphe,Geometridae
1920128,Catasticta ferra,Catasticta,Pieridae
5146054,Perizoma brunneopicta,Perizoma,Geometridae
9090549,Sparganothina venezolana,Sparganothina,Tortricidae
5146840,Idaea umbrimargo,Idaea,Geometridae
8885146,Lobogenesis varnicosa,Lobogenesis,Tortricidae
1955618,Spododes fiamina,Spododes,Geometridae
5137925,Appias waltraudae,Appias,Pieridae
5148846,Pero otra,Pero,Geometridae
1956213,Atyriodes jalapae,Atyriodes,Geometridae
1919272,Dismorphia lua,Dismorphia,Pieridae
1827143,Anurocampa albifasciata,Anurocampa,Notodontidae
1920080,Catasticta truncata,Catasticta,Pieridae
1965479,Euphyia irrelata,Euphyia,Geometridae
1979310,Hydriomena cyra,Hydriomena,Geometridae
1892499,Achyra brasiliensis,Achyra,Crambidae
1836856,Rhindoma rosapicella,Rhindoma,Depressariidae
1989016,Pyrinia abditaria,Pyrinia,Geometridae
1979666,Psaliodes coacta,Psaliodes,Geometridae
1960096,Acrosemia naranja,Acrosemia,Geometridae
5118954,Schizura nocens,Schizura,Notodontidae
1978236,Carpella sublineata,Carpella,Geometridae
1745682,Epinotia pulsatillana,Epinotia,Tortricidae
12186133,Pelochrista aurilineana,Pelochrista,Tortricidae
1850311,Gelechia dromicella,Gelechia,Gelechiidae
1845268,Ethmia brevistriga,Ethmia,Ethmiidae
8609464,Glyphidocera virgulae,Glyphidocera,Autostichidae
1833327,Deia lineola,Deia,Oecophoridae
1956108,Semaeopus testacea,Semaeopus,Geometridae
1850900,Chionodes iridescens,Chionodes,Gelechiidae
1975873,Hymenomima canidentata,Hymenomima,Geometridae
1920033,Catasticta marcapita,Catasticta,Pieridae
1739856,Acleris nakajimai,Acleris,Tortricidae
1993641,Meskea subapicula,Meskea,Thyrididae
9048286,Blastobasis orladelaneae,Blastobasis,Blastobasidae
5118039,Agylla hampsoni,Agylla,Erebidae
10224091,Pelochrista subflavana,Pelochrista,Tortricidae
8746045,Asymphorodes chrysophanes,Asymphorodes,Cosmopterigidae
4700067,Delias aurantia,Delias,Pieridae
11438894,Episimus guiana,Episimus,Tortricidae
8671308,Glyphidocera contionis,Glyphidocera,Autostichidae
1962601,Synecta cuneifascia,Synecta,Geometridae
5104052,Epiblema arizonana,Epiblema,Tortricidae
